Brand	CostPrice	CostPriceFrom	CostPriceInPoints	Description	Discount	Platform	PlatformProducts.0.Brand	PlatformProducts.0.Category	PlatformProducts.0.CostPrice	PlatformProducts.0.CostPriceFrom	PlatformProducts.0.CostPriceInPoints	PlatformProducts.0.Description	PlatformProducts.0.Discount	PlatformProducts.0.Platform	PlatformProducts.0.Sku	PlatformProducts.0.Url	PlatformProducts.0.Vendor	PlatformProducts.1.Brand	PlatformProducts.1.Category	PlatformProducts.1.CostPrice	PlatformProducts.1.CostPriceFrom	PlatformProducts.1.CostPriceInPoints	PlatformProducts.1.Description	PlatformProducts.1.Discount	PlatformProducts.1.Platform	PlatformProducts.1.Sku	PlatformProducts.1.Url	PlatformProducts.1.Vendor	PlatformProducts.10.Brand	PlatformProducts.10.Category	PlatformProducts.10.CostPrice	PlatformProducts.10.CostPriceFrom	PlatformProducts.10.CostPriceInPoints	PlatformProducts.10.Description	PlatformProducts.10.Discount	PlatformProducts.10.Platform	PlatformProducts.10.Sku	PlatformProducts.10.Url	PlatformProducts.10.Vendor	PlatformProducts.11.Brand	PlatformProducts.11.Category	PlatformProducts.11.CostPrice	PlatformProducts.11.CostPriceFrom	PlatformProducts.11.CostPriceInPoints	PlatformProducts.11.Description	PlatformProducts.11.Discount	PlatformProducts.11.Platform	PlatformProducts.11.Sku	PlatformProducts.11.Url	PlatformProducts.11.Vendor	PlatformProducts.12.Brand	PlatformProducts.12.Category	PlatformProducts.12.CostPrice	PlatformProducts.12.CostPriceFrom	PlatformProducts.12.CostPriceInPoints	PlatformProducts.12.Description	PlatformProducts.12.Discount	PlatformProducts.12.Platform	PlatformProducts.12.Sku	PlatformProducts.12.Url	PlatformProducts.12.Vendor	PlatformProducts.13.Brand	PlatformProducts.13.Category	PlatformProducts.13.CostPrice	PlatformProducts.13.CostPriceFrom	PlatformProducts.13.CostPriceInPoints	PlatformProducts.13.Description	PlatformProducts.13.Discount	PlatformProducts.13.Platform	PlatformProducts.13.Sku	PlatformProducts.13.Url	PlatformProducts.13.Vendor	PlatformProducts.14.Brand	PlatformProducts.14.Category	PlatformProducts.14.CostPrice	PlatformProducts.14.CostPriceFrom	PlatformProducts.14.CostPriceInPoints	PlatformProducts.14.Description	PlatformProducts.14.Discount	PlatformProducts.14.Platform	PlatformProducts.14.Sku	PlatformProducts.14.Url	PlatformProducts.14.Vendor	PlatformProducts.15.Brand	PlatformProducts.15.Category	PlatformProducts.15.CostPrice	PlatformProducts.15.CostPriceFrom	PlatformProducts.15.CostPriceInPoints	PlatformProducts.15.Description	PlatformProducts.15.Discount	PlatformProducts.15.Platform	PlatformProducts.15.Sku	PlatformProducts.15.Url	PlatformProducts.15.Vendor	PlatformProducts.16.Brand	PlatformProducts.16.Category	PlatformProducts.16.CostPrice	PlatformProducts.16.CostPriceFrom	PlatformProducts.16.CostPriceInPoints	PlatformProducts.16.Description	PlatformProducts.16.Discount	PlatformProducts.16.Platform	PlatformProducts.16.Sku	PlatformProducts.16.Url	PlatformProducts.16.Vendor	PlatformProducts.17.Brand	PlatformProducts.17.Category	PlatformProducts.17.CostPrice	PlatformProducts.17.CostPriceFrom	PlatformProducts.17.CostPriceInPoints	PlatformProducts.17.Description	PlatformProducts.17.Discount	PlatformProducts.17.Platform	PlatformProducts.17.Sku	PlatformProducts.17.Url	PlatformProducts.17.Vendor	PlatformProducts.18.Brand	PlatformProducts.18.Category	PlatformProducts.18.CostPrice	PlatformProducts.18.CostPriceFrom	PlatformProducts.18.CostPriceInPoints	PlatformProducts.18.Description	PlatformProducts.18.Discount	PlatformProducts.18.Platform	PlatformProducts.18.Sku	PlatformProducts.18.Url	PlatformProducts.18.Vendor	PlatformProducts.19.Brand	PlatformProducts.19.Category	PlatformProducts.19.CostPrice	PlatformProducts.19.CostPriceFrom	PlatformProducts.19.CostPriceInPoints	PlatformProducts.19.Description	PlatformProducts.19.Discount	PlatformProducts.19.Platform	PlatformProducts.19.Sku	PlatformProducts.19.Url	PlatformProducts.19.Vendor	PlatformProducts.2.Brand	PlatformProducts.2.Category	PlatformProducts.2.CostPrice	PlatformProducts.2.CostPriceFrom	PlatformProducts.2.CostPriceInPoints	PlatformProducts.2.Description	PlatformProducts.2.Discount	PlatformProducts.2.Platform	PlatformProducts.2.Sku	PlatformProducts.2.Url	PlatformProducts.2.Vendor	PlatformProducts.20.Brand	PlatformProducts.20.Category	PlatformProducts.20.CostPrice	PlatformProducts.20.CostPriceFrom	PlatformProducts.20.CostPriceInPoints	PlatformProducts.20.Description	PlatformProducts.20.Discount	PlatformProducts.20.Platform	PlatformProducts.20.Sku	PlatformProducts.20.Url	PlatformProducts.20.Vendor	PlatformProducts.21.Brand	PlatformProducts.21.Category	PlatformProducts.21.CostPrice	PlatformProducts.21.CostPriceFrom	PlatformProducts.21.CostPriceInPoints	PlatformProducts.21.Description	PlatformProducts.21.Discount	PlatformProducts.21.Platform	PlatformProducts.21.Sku	PlatformProducts.21.Url	PlatformProducts.21.Vendor	PlatformProducts.22.Brand	PlatformProducts.22.Category	PlatformProducts.22.CostPrice	PlatformProducts.22.CostPriceFrom	PlatformProducts.22.CostPriceInPoints	PlatformProducts.22.Description	PlatformProducts.22.Discount	PlatformProducts.22.Platform	PlatformProducts.22.Sku	PlatformProducts.22.Url	PlatformProducts.22.Vendor	PlatformProducts.23.Brand	PlatformProducts.23.Category	PlatformProducts.23.CostPrice	PlatformProducts.23.CostPriceFrom	PlatformProducts.23.CostPriceInPoints	PlatformProducts.23.Description	PlatformProducts.23.Discount	PlatformProducts.23.Platform	PlatformProducts.23.Sku	PlatformProducts.23.Url	PlatformProducts.23.Vendor	PlatformProducts.24.Brand	PlatformProducts.24.Category	PlatformProducts.24.CostPrice	PlatformProducts.24.CostPriceFrom	PlatformProducts.24.CostPriceInPoints	PlatformProducts.24.Description	PlatformProducts.24.Discount	PlatformProducts.24.Platform	PlatformProducts.24.Sku	PlatformProducts.24.Url	PlatformProducts.24.Vendor	PlatformProducts.25.Brand	PlatformProducts.25.Category	PlatformProducts.25.CostPrice	PlatformProducts.25.CostPriceFrom	PlatformProducts.25.CostPriceInPoints	PlatformProducts.25.Description	PlatformProducts.25.Discount	PlatformProducts.25.Platform	PlatformProducts.25.Sku	PlatformProducts.25.Url	PlatformProducts.25.Vendor	PlatformProducts.26.Brand	PlatformProducts.26.Category	PlatformProducts.26.CostPrice	PlatformProducts.26.CostPriceFrom	PlatformProducts.26.CostPriceInPoints	PlatformProducts.26.Description	PlatformProducts.26.Discount	PlatformProducts.26.Platform	PlatformProducts.26.Sku	PlatformProducts.26.Url	PlatformProducts.26.Vendor	PlatformProducts.27.Brand	PlatformProducts.27.Category	PlatformProducts.27.CostPrice	PlatformProducts.27.CostPriceFrom	PlatformProducts.27.CostPriceInPoints	PlatformProducts.27.Description	PlatformProducts.27.Discount	PlatformProducts.27.Platform	PlatformProducts.27.Sku	PlatformProducts.27.Url	PlatformProducts.27.Vendor	PlatformProducts.28.Brand	PlatformProducts.28.Category	PlatformProducts.28.CostPrice	PlatformProducts.28.CostPriceFrom	PlatformProducts.28.CostPriceInPoints	PlatformProducts.28.Description	PlatformProducts.28.Discount	PlatformProducts.28.Platform	PlatformProducts.28.Sku	PlatformProducts.28.Url	PlatformProducts.28.Vendor	PlatformProducts.29.Brand	PlatformProducts.29.Category	PlatformProducts.29.CostPrice	PlatformProducts.29.CostPriceFrom	PlatformProducts.29.CostPriceInPoints	PlatformProducts.29.Description	PlatformProducts.29.Discount	PlatformProducts.29.Platform	PlatformProducts.29.Sku	PlatformProducts.29.Url	PlatformProducts.29.Vendor	PlatformProducts.3.Brand	PlatformProducts.3.Category	PlatformProducts.3.CostPrice	PlatformProducts.3.CostPriceFrom	PlatformProducts.3.CostPriceInPoints	PlatformProducts.3.Description	PlatformProducts.3.Discount	PlatformProducts.3.Platform	PlatformProducts.3.Sku	PlatformProducts.3.Url	PlatformProducts.3.Vendor	PlatformProducts.4.Brand	PlatformProducts.4.Category	PlatformProducts.4.CostPrice	PlatformProducts.4.CostPriceFrom	PlatformProducts.4.CostPriceInPoints	PlatformProducts.4.Description	PlatformProducts.4.Discount	PlatformProducts.4.Platform	PlatformProducts.4.Sku	PlatformProducts.4.Url	PlatformProducts.4.Vendor	PlatformProducts.5.Brand	PlatformProducts.5.Category	PlatformProducts.5.CostPrice	PlatformProducts.5.CostPriceFrom	PlatformProducts.5.CostPriceInPoints	PlatformProducts.5.Description	PlatformProducts.5.Discount	PlatformProducts.5.Platform	PlatformProducts.5.Sku	PlatformProducts.5.Url	PlatformProducts.5.Vendor	PlatformProducts.6.Brand	PlatformProducts.6.Category	PlatformProducts.6.CostPrice	PlatformProducts.6.CostPriceFrom	PlatformProducts.6.CostPriceInPoints	PlatformProducts.6.Description	PlatformProducts.6.Discount	PlatformProducts.6.Platform	PlatformProducts.6.Sku	PlatformProducts.6.Url	PlatformProducts.6.Vendor	PlatformProducts.7.Brand	PlatformProducts.7.Category	PlatformProducts.7.CostPrice	PlatformProducts.7.CostPriceFrom	PlatformProducts.7.CostPriceInPoints	PlatformProducts.7.Description	PlatformProducts.7.Discount	PlatformProducts.7.Platform	PlatformProducts.7.Sku	PlatformProducts.7.Url	PlatformProducts.7.Vendor	PlatformProducts.8.Brand	PlatformProducts.8.Category	PlatformProducts.8.CostPrice	PlatformProducts.8.CostPriceFrom	PlatformProducts.8.CostPriceInPoints	PlatformProducts.8.Description	PlatformProducts.8.Discount	PlatformProducts.8.Platform	PlatformProducts.8.Sku	PlatformProducts.8.Url	PlatformProducts.8.Vendor	PlatformProducts.9.Brand	PlatformProducts.9.Category	PlatformProducts.9.CostPrice	PlatformProducts.9.CostPriceFrom	PlatformProducts.9.CostPriceInPoints	PlatformProducts.9.Description	PlatformProducts.9.Discount	PlatformProducts.9.Platform	PlatformProducts.9.Sku	PlatformProducts.9.Url	PlatformProducts.9.Vendor	Sku	Url	Vendor	_id
Taiff	299.9	428.87	15784.2105263158	Chapinha | Prancha Taiff Fox 200 e 230°C Emissão de Íon - Dourada	0.300720498053023	excel-import			17.220	25.050					CB8211002	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Chapinhas-e-Pranchas-de-Cabelo/Chapinha-|-Prancha-Taiff-Fox-200-e-230°C-Emissao-de-Ion---Dourada/_/CB8211002?categoryId=CB103	Casas Bahia			17.220	25.050					CB8211002	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Chapinhas-e-Pranchas-de-Cabelo/Chapinha-|-Prancha-Taiff-Fox-200-e-230°C-Emissao-de-Ion---Dourada/_/CB8211002?categoryId=CB103	Casas Bahia																																																																																																																	17.220	25.050					CB8211002	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Chapinhas-e-Pranchas-de-Cabelo/Chapinha-|-Prancha-Taiff-Fox-200-e-230°C-Emissao-de-Ion---Dourada/_/CB8211002?categoryId=CB103	Casas Bahia																																																																																																																	17.220	25.050					CB8211002	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Chapinhas-e-Pranchas-de-Cabelo/Chapinha-|-Prancha-Taiff-Fox-200-e-230°C-Emissao-de-Ion---Dourada/_/CB8211002?categoryId=CB103	Casas Bahia			18.600	18.600	18.600			Livelo																																																											11757959	https://www.santanderesfera.com.br/produto/chapinha-prancha-taiff-fox-200-e-230c-emissao-de-on-dourada/1115602	Ponto Frio	5b1c3e9a1d6cf3034f5166ce
Ricossa	316.48	395.6	16656.8421052632	VINHO TINTO RICOSSA BAROLO DOCG RIS 2009	0.2	excel-import			3.500	3.500	3.500			Livelo						1.000	1.000	1.000			Livelo						2.000	2.000	2.000			Livelo						2.100	2.100	2.100			Livelo						4.800	4.800	4.800			Livelo						4.000	4.000	4.000			Livelo						3.800	3.800	3.800			Livelo						3.100	3.100	3.100			Livelo						3.000	3.000	3.000			Livelo						3.300	3.300	3.300			Livelo						3.300	3.300	3.300			Livelo						2.100	2.100	2.100			Livelo						2.000	2.000	2.000			Livelo						6.800	6.800	6.800			Livelo						3.500	3.500	3.500			Livelo						5.700	5.700	5.700			Livelo																																																																																			1.900	1.900	1.900			Livelo						2.600	2.600	2.600			Livelo						2.700	2.700	2.700			Livelo						3.100	3.100	3.100			Livelo						4.700	4.700	4.700			Livelo						2.900	2.900	2.900			Livelo						3.700	3.700	3.700			Livelo				GRE23664	https://www.santanderesfera.com.br/produto/vinho-tinto-ricossa-barolo-docg-ris-2009/1142042	Brasil CT	5b1c3e9a1d6cf3034f5166de
Multilaser	319.9	339	16836.8421052632	"Tablet Multilaser M7S Plus NB275 Rosa com 8GB, Tela 7"", Wi-Fi, Android 7.0, Dual Câmera e Processador Quad Core"	0.0563421828908556	excel-import			19.410						CB8672879	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Tablets/Tablet/Tablet-Android/Tablet-Multilaser-M7S-Plus-NB275-Rosa-com-8GB-Tela-7-Wi-Fi-Android-7.0-Dual-Camera-e-Processador-Quad-Core/_/CB8672879?categoryId=CB2034	Casas Bahia			19.410						CB8672879	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Tablets/Tablet/Tablet-Android/Tablet-Multilaser-M7S-Plus-NB275-Rosa-com-8GB-Tela-7-Wi-Fi-Android-7.0-Dual-Camera-e-Processador-Quad-Core/_/CB8672879?categoryId=CB2034	Casas Bahia																																																																																																																																																																																																																																																																																																																					12241272	https://www.santanderesfera.com.br/produto/tablet-multilaser-m7s-plus-nb275-rosa-com-8gb-tela-7-wi-fi-android-70-dual-camera-e-processador-quad-core/1160352	Casas Bahia	5b1c3e9a1d6cf3034f5166ec
Taiff	329.9	518.7	17363.1578947368	Secador de Cabelos Taiff Titanium Colors Motor AC Profissional e Emissão de Íons 2100W - Pink	0.36398689030268	excel-import			26.092	60.385				Smiles	700534_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=700534_3&n=Secador+de+Cabelos+Taiff+Titanium+Colors+Motor+AC+Profissional+e+Emiss%C3%A3o+de+%C3%8Dons+2100W+-+Pink	Extra			26.092	60.385				Smiles	700534_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=700534_7&n=Secador+de+Cabelos+Taiff+Titanium+Colors+Motor+AC+Profissional+e+Emiss%C3%A3o+de+%C3%8Dons+2100W+-+Pink	Casas Bahia			18.600	18.600	18.600			Livelo																																																																																																									26.092	60.385				Smiles	700534_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=700534_4&n=Secador+de+Cabelos+Taiff+Titanium+Colors+Motor+AC+Profissional+e+Emiss%C3%A3o+de+%C3%8Dons+2100W+-+Pink	Ponto Frio																																																																																																																	17.220	32.990					CB700534	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Secadores-de-Cabelo/Secador-de-Cabelos-Taiff-Titanium-Colors-Motor-AC-Profissional-e-Emissao-de-Ions-2100W---Pink/_/CB700534?categoryId=CB2338	Casas Bahia			17.220	32.990					CB700534	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Secadores-de-Cabelo/Secador-de-Cabelos-Taiff-Titanium-Colors-Motor-AC-Profissional-e-Emissao-de-Ions-2100W---Pink/_/CB700534?categoryId=CB2338	Casas Bahia			17.220	32.990					CB700534	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Secadores-de-Cabelo/Secador-de-Cabelos-Taiff-Titanium-Colors-Motor-AC-Profissional-e-Emissao-de-Ions-2100W---Pink/_/CB700534?categoryId=CB2338	Casas Bahia			17.220	32.990					CB700534	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Secadores-de-Cabelo/Secador-de-Cabelos-Taiff-Titanium-Colors-Motor-AC-Profissional-e-Emissao-de-Ions-2100W---Pink/_/CB700534?categoryId=CB2338	Casas Bahia			18.600	18.600	18.600			Livelo						22.300	22.300	22.300			Livelo						22.300	22.300	22.300			Livelo				2532527	https://www.santanderesfera.com.br/produto/725604	Extra	5b1c3e9b1d6cf3034f5166fa
Taiff	339.9	419.9	17889.4736842105	Secador de Cabelos Taiff Titanium Colors Motor AC Profissional e Emissão de Íons 2100W - Laranja	0.190521552750655	excel-import			29.152	56.446				Smiles	319414_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=319414_7&n=Secador+de+Cabelos+Taiff+Titanium+Colors+Motor+AC+Profissional+e+Emiss%C3%A3o+de+%C3%8Dons+2100W+-+Laranja	Casas Bahia			29.152	56.446				Smiles	319414_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=319414_3&n=Secador+de+Cabelos+Taiff+Titanium+Colors+Motor+AC+Profissional+e+Emiss%C3%A3o+de+%C3%8Dons+2100W+-+Laranja	Extra			18.600	18.600	18.600			Livelo																																																																																																									29.152	56.446				Smiles	319414_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=319414_4&n=Secador+de+Cabelos+Taiff+Titanium+Colors+Motor+AC+Profissional+e+Emiss%C3%A3o+de+%C3%8Dons+2100W+-+Laranja	Ponto Frio																																																																																																																	17.220	32.990					CB700534	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Secadores-de-Cabelo/Secador-de-Cabelos-Taiff-Titanium-Colors-Motor-AC-Profissional-e-Emissao-de-Ions-2100W---Pink/_/CB700534?categoryId=CB2338	Casas Bahia			17.220	32.990					CB700534	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Secadores-de-Cabelo/Secador-de-Cabelos-Taiff-Titanium-Colors-Motor-AC-Profissional-e-Emissao-de-Ions-2100W---Pink/_/CB700534?categoryId=CB2338	Casas Bahia			17.220	32.990					CB700534	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Secadores-de-Cabelo/Secador-de-Cabelos-Taiff-Titanium-Colors-Motor-AC-Profissional-e-Emissao-de-Ions-2100W---Pink/_/CB700534?categoryId=CB2338	Casas Bahia			17.220	32.990					CB700534	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Saúde-e-Beleza/Cuidados-Femininos/Secadores-de-Cabelo/Secador-de-Cabelos-Taiff-Titanium-Colors-Motor-AC-Profissional-e-Emissao-de-Ions-2100W---Pink/_/CB700534?categoryId=CB2338	Casas Bahia			18.600	18.600	18.600			Livelo						22.300	22.300	22.300			Livelo						22.300	22.300	22.300			Livelo				1641166	https://www.santanderesfera.com.br/produto/725639	Ponto Frio	5b1c3e9b1d6cf3034f516706
Mondial	349.9	399.9	18415.7894736842	Caixa Amplificada Mondial Multi Connect Thunder VI MCO-06 com Bluetooth, Entrada USB e Rádio FM - 120W	0.125031257814454	excel-import			22.820	24.160					PF8551482	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Áudio-Aparelhos/Caixas-Acústicas/Caixa-Amplificada-Mondial-Multi-Connect-Thunder-VI-MCO-06-com-Bluetooth-Entrada-USB-e-Radio-FM---120W/_/PF8551482?categoryId=PF428	Ponto Frio			22.820	24.160					PF8551482	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Áudio/Áudio-Aparelhos/Caixas-Acústicas/Caixa-Amplificada-Mondial-Multi-Connect-Thunder-VI-MCO-06-com-Bluetooth-Entrada-USB-e-Radio-FM---120W/_/PF8551482?categoryId=PF428	Ponto Frio																																																																																																																																																																																																																																																																																																																					12119084	https://www.santanderesfera.com.br/produto/1152505	Casas Bahia	5b1c3e9b1d6cf3034f51671a
HARMAN JBL	379.9	499	19994.7368421053	Fone de Ouvido JBL E45 On Ear com Bluetooth – Vermelho	0.238677354709419	excel-import			32.319	50.399				Smiles	8786481_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=8786481_4&n=Fone+de+Ouvido+JBL+E45+On+Ear+com+Bluetooth+%E2%80%93+Vermelho	Ponto Frio			32.319	50.399				Smiles	8786481_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=8786481_3&n=Fone+de+Ouvido+JBL+E45+On+Ear+com+Bluetooth+%E2%80%93+Vermelho	Extra																																																																																																																	32.319	50.399				Smiles	8786481_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=8786481_7&n=Fone+de+Ouvido+JBL+E45+On+Ear+com+Bluetooth+%E2%80%93+Vermelho	Casas Bahia																																																																																																																	22.770	28.300					CB8786481	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Fone-de-Ouvido-JBL-E45-On-Ear-com-Bluetooth-–-Vermelho/_/CB8786481?categoryId=	Casas Bahia			22.770	28.300					CB8786481	http://www.pontosmultiplus.com.br//troque/casasbahia/produto/Fone-de-Ouvido-JBL-E45-On-Ear-com-Bluetooth-–-Vermelho/_/CB8786481?categoryId=	Casas Bahia			11.400	11.400	11.400			Livelo						12.300	12.300	12.300			Livelo																																					12355478	não localizado	Casas Bahia	5b1c3e9b1d6cf3034f516725
Bravvatech	399.9	484.04	21047.3684210526	"Tablet Bravva BV Action com Tela 9"", 8GB, Wi-Fi, Câmera 2MP, Suporte à Modem 3G, Android 5.0, GPS, Bluetooth e Processador Quad Core 1.3GHz - Preto"	0.173828609205851	excel-import			23.990	27.300					PF7989694	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Tablets/Tablet/Tablet-Android/Tablet-Bravva-BV-Action-com-Tela-9-8GB-Wi-Fi-Camera-2MP-Suporte-a-Modem-3G-Android-5.0-GPS-Bluetooth-e-Processador-Quad-Core-1.3GHz-–-Branco/_/PF7989694?categoryId=PF2034	Ponto Frio			23.990	27.300					PF7989694	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Tablets/Tablet/Tablet-Android/Tablet-Bravva-BV-Action-com-Tela-9-8GB-Wi-Fi-Camera-2MP-Suporte-a-Modem-3G-Android-5.0-GPS-Bluetooth-e-Processador-Quad-Core-1.3GHz-–-Branco/_/PF7989694?categoryId=PF2034	Ponto Frio																																																																																																																	23.990	27.300					PF7989694	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Tablets/Tablet/Tablet-Android/Tablet-Bravva-BV-Action-com-Tela-9-8GB-Wi-Fi-Camera-2MP-Suporte-a-Modem-3G-Android-5.0-GPS-Bluetooth-e-Processador-Quad-Core-1.3GHz-–-Branco/_/PF7989694?categoryId=PF2034	Ponto Frio																																																																																																																	23.990	27.300					PF7989694	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Tablets/Tablet/Tablet-Android/Tablet-Bravva-BV-Action-com-Tela-9-8GB-Wi-Fi-Camera-2MP-Suporte-a-Modem-3G-Android-5.0-GPS-Bluetooth-e-Processador-Quad-Core-1.3GHz-–-Branco/_/PF7989694?categoryId=PF2034	Ponto Frio			26.000	26.000	26.000			Livelo						26.400	26.400	26.400			Livelo																																																11520161	https://www.santanderesfera.com.br/produto/tablet-bravva-bv-action-com-tela-9-8gb-wi-fi-camera-2mp-suporte-a-modem-3g-android-50-gps-bluetooth-e-processador-quad-core-13ghz-preto/1098601	Ponto Frio	5b1c3e9b1d6cf3034f516737
Verden	409.9	431.9	21573.6842105263	Bicicleta Aro 26 Verden Achieve 18 Marchas – Grafite	0.0509377170641352	excel-import			34.984	47.985				Smiles	7956118_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=7956118_3&n=Bicicleta+Aro+26+Verden+Achieve+18+Marchas+%E2%80%93+Grafite	Extra			34.984	47.985				Smiles	7956118_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=7956118_7&n=Bicicleta+Aro+26+Verden+Achieve+18+Marchas+%E2%80%93+Grafite	Casas Bahia																																																																																																																	34.984	47.985				Smiles	7956118_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=7956118_4&n=Bicicleta+Aro+26+Verden+Achieve+18+Marchas+%E2%80%93+Grafite	Ponto Frio																																																																																																																	24.610	26.800					PF7956118	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Esporte-Lazer/Bicicletas/Aro-26/Bicicleta-Aro-26-Verden-Achieve-18-Marchas-–-Grafite/_/PF7956118?categoryId=PF451	Ponto Frio			24.610	26.800					PF7956118	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Esporte-Lazer/Bicicletas/Aro-26/Bicicleta-Aro-26-Verden-Achieve-18-Marchas-–-Grafite/_/PF7956118?categoryId=PF451	Ponto Frio			29.200	29.200	29.200			Livelo																																																11484704	https://www.santanderesfera.com.br/produto/bicicleta-aro-26-verden-achieve-18-marchas-grafite/799073	Casas Bahia	5b1c3e9b1d6cf3034f516743
Seculus	433.9	499.95	22836.8421052632	Relógio Masculino Analógico Seculus 20013GPSGGC3 - Preto	0.132113211321132	excel-import			35.227	50.662				Smiles	6975125_7	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=7&p=6975125_7&n=Rel%C3%B3gio+Masculino+Anal%C3%B3gico+Seculus+20013GPSGGC3+-+Preto	Casas Bahia			35.227	50.662				Smiles	6975125_3	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=3&p=6975125_3&n=Rel%C3%B3gio+Masculino+Anal%C3%B3gico+Seculus+20013GPSGGC3+-+Preto	Extra																																																																																																																	35.227	50.662				Smiles	6975125_4	https://www.shoppingsmiles.com.br/smiles//smiles/produto.jsf?f=4&p=6975125_4&n=Rel%C3%B3gio+Masculino+Anal%C3%B3gico+Seculus+20013GPSGGC3+-+Preto	Ponto Frio																																																																																																																	27.590	28.360					PF6975125	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Relógios/Masculinos/Analógico/Relogio-Masculino-Analogico-Seculus-20013GPSGGC3---Preto/_/PF6975125?categoryId=PF1821	Ponto Frio			27.590	28.360					PF6975125	http://www.pontosmultiplus.com.br//troque/pontofrio/produto/Relógios/Masculinos/Analógico/Relogio-Masculino-Analogico-Seculus-20013GPSGGC3---Preto/_/PF6975125?categoryId=PF1821	Ponto Frio			26.900	26.900	26.900			Livelo																																																10497847	https://www.santanderesfera.com.br/produto/relogio-masculino-analogico-seculus-20013gpsggc3-preto/731911	Ponto Frio	5b1c3e9c1d6cf3034f516752
